acc	uar	f1
1.1914	0.5062	0.6633
1.1043	0.5123	0.6667
1.0671	0.5122	0.7145
1.0696	0.5446	0.6988
1.0305	0.4554	0.6806
1.1397	0.4657	0.6700
1.1625	0.4472	0.6687
1.1386	0.4781	0.6690
1.3330	0.4288	0.6672
1.2169	0.3848	0.5878
1.1454	0.4735	0.6687
