acc	uar	f1
0.9706	0.6978	0.8212
0.8654	0.7255	0.8121
0.8602	0.6928	0.8102
0.8106	0.7479	0.8190
0.8676	0.6384	0.7731
0.9097	0.6756	0.7524
0.9984	0.6241	0.7748
0.9292	0.6644	0.7647
1.1267	0.6314	0.7820
1.0385	0.5870	0.7596
0.9377	0.6685	0.7869
