acc	uar	f1
0.9615	0.6958	0.8070
0.8533	0.7257	0.8075
0.8968	0.6763	0.7965
0.8235	0.7409	0.8065
0.8627	0.6372	0.7731
0.9027	0.6752	0.7518
0.9644	0.6376	0.7842
0.9449	0.6585	0.7650
1.1508	0.6385	0.7870
1.0220	0.5792	0.7561
0.9383	0.6665	0.7835
