acc	uar	f1
0.6383	0.6945	0.6238
0.5673	0.6400	0.5692
0.6653	0.6770	0.6552
0.6144	0.6855	0.6306
0.6398	0.6359	0.6326
0.6184	0.6178	0.6231
0.7045	0.6295	0.6422
0.6667	0.6038	0.6158
0.6797	0.7183	0.6753
0.6682	0.6498	0.6443
0.6463	0.6552	0.6312
