acc	uar	f1
0.5663	0.6244	0.5591
0.4919	0.5709	0.4902
0.6112	0.6132	0.6074
0.5203	0.5908	0.5402
0.5268	0.5117	0.5198
0.5342	0.5311	0.5330
0.6364	0.5813	0.5878
0.5966	0.5564	0.5546
0.5576	0.5780	0.5670
0.5453	0.5581	0.5369
0.5587	0.5716	0.5496
