acc	uar	f1
0.5758	0.5861	0.5578
0.5619	0.5494	0.5362
0.5385	0.5230	0.5151
0.5480	0.5510	0.5199
0.4636	0.4907	0.4271
0.4197	0.4287	0.3856
0.5265	0.4933	0.4750
0.5682	0.5006	0.4854


