acc	uar	f1
0.7767	0.7451	0.7469
0.7915	0.7422	0.7467
0.6506	0.6178	0.6165
0.7970	0.8033	0.7725
0.6469	0.6176	0.6237
0.8227	0.6696	0.6872
0.8034	0.7902	0.7933
0.7143	0.6665	0.6956
0.7426	0.7351	0.7283
0.7520	0.7546	0.7408
0.7435	0.6928	0.7163
0.6771	0.6186	0.6346
0.7432	0.7045	0.7085
