acc	uar	f1
0.6894	0.7274	0.6748
0.7038	0.7532	0.7188
0.7921	0.8015	0.8011
0.7657	0.7996	0.7835
0.7299	0.7288	0.7263
0.7218	0.7273	0.7261
0.8011	0.7724	0.7691
0.7822	0.7557	0.7510
0.7288	0.7457	0.7324
0.7327	0.7524	0.7263
0.7448	0.7564	0.7409
