acc	uar	f1
0.6553	0.6830	0.6512
0.7361	0.7629	0.7416
0.7401	0.7519	0.7395
0.7509	0.7908	0.7575
0.7050	0.6992	0.7042
0.6804	0.6754	0.6824
0.7311	0.7427	0.7076
0.7481	0.7318	0.7104
0.7373	0.7474	0.7301
0.7343	0.7325	0.7232
0.7219	0.7318	0.7148
